UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_IDs
B1ART2	B1ART2	ENSMUSG00000020220	Vps13d	DOID:0111611
B1ARY8	B1ARY8	ENSMUSG00000070577	Gm572	DOID:0050144|DOID:0050545|DOID:9562
B1AUE5	PEX10	ENSMUSG00000029047	Pex10	DOID:0080377|DOID:0080481|DOID:906
B1AUF7	P3URF	NA	P3r3urf	DOID:234|DOID:3070
B1AUH1	PTPRU	ENSMUSG00000028909	Ptpru	DOID:10976|DOID:2527
B1AUN2	B1AUN2	ENSMUSG00000028683	Eif2b3	DOID:0060868
B1AV60	B1AV60	ENSMUSG00000059493	Nhs	DOID:0060599|DOID:0110272
B1AVK5	B1AVK5	ENSMUSG00000031273	Col4a6	DOID:0111740|DOID:0111860|DOID:423|DOID:854
B1AVP0	B1AVP0	ENSMUSG00000062866	Phactr2	DOID:10652|DOID:14330|DOID:2377
B1AWL2	ZN462	NA	Znf462	DOID:14320
B1AWN6	SCN2A	ENSMUSG00000075318	Scn2a	DOID:0060170|DOID:0080421|DOID:0080422|DOID:14777|DOID:1826|DOID:963
B1AXD8	AKIR2	ENSMUSG00000028291	Akirin2	DOID:0050340
B1AXN3	B1AXN3	ENSMUSG00000062791	Gm382	DOID:10283
B1AXV0	FRS1L	ENSMUSG00000045589	Frrs1l	DOID:0080435
B1AY40	B1AY40	ENSMUSG00000079703	Ssxb8	DOID:5485
B1AYB6	MBD5	ENSMUSG00000036792	Mbd5	DOID:0060041|DOID:0060307|DOID:0070031
B1AYL1	B1AYL1	ENSMUSG00000034810	Scn7a	DOID:0060170|DOID:0080422|DOID:1826
B1AZA0	B1AZA0	ENSMUSG00000071788	Gm14525	DOID:0070176
B1AZP2	DLGP4	ENSMUSG00000061689	Dlgap4	DOID:0060041
B1B0R1	B1B0R1	ENSMUSG00000082639	Gm2012	DOID:0070176
B1B1A0	LMBL4	ENSMUSG00000041565	L3mbtl4	DOID:1319
B1H212	B1H212	ENSRNOG00000021510	Tbc1d10c	DOID:162|DOID:3369
B1H215	B1H215	ENSRNOG00000019768	Ncoa4	DOID:10283|DOID:11612|DOID:3008|DOID:4001
B1H222	GORAB	ENSRNOG00000003861	Gorab	DOID:0111266
B1H228	ODAD1	NA	Odad1	DOID:0110625
B1H230	B1H230	ENSRNOG00000049132	Map2k3	DOID:14330|DOID:1612|DOID:219|DOID:3068|DOID:3069|DOID:397|DOID:4362|DOID:5679|DOID:916
B1H234	FLRT3	ENSRNOG00000004874	Flrt3	DOID:0090093
B1H246	B1H246	ENSRNOG00000001040	Pms2	DOID:0070275|DOID:10283|DOID:11054|DOID:1612|DOID:2394|DOID:3883
B1H249	B1H249	ENSRNOG00000008641	Gnpnat1	DOID:162
B1H259	B1H259	ENSRNOG00000005286	Coch	DOID:0110593|DOID:0111644
B1H275	B1H275	ENSRNOG00000033700	Bud23	DOID:1928
B1H294	B1H294	ENSRNOG00000013823	Cers3	DOID:0060718
B1H296	B1H296	ENSRNOG00000026913	Bbs10	DOID:0110132|DOID:1935
B1H2A6	B1H2A6	ENSRNOG00000011876	Fxr2	DOID:0060041|DOID:14261|DOID:7474
B1WBM3	TM138	ENSRNOG00000020693	Tmem138	DOID:0110985
B1WBN7	B1WBN7	ENSRNOG00000001314	Fam20c	DOID:0050445|DOID:10609|DOID:2187
B1WBQ1	B1WBQ1	ENSRNOG00000001389	Irs3	DOID:1059|DOID:9352
B1WBR8	B1WBR8	ENSRNOG00000005641	Fbxl4	DOID:0080131
B1WBR9	B1WBR9	ENSRNOG00000008168	Wnt5b	DOID:127
B1WBS3	ZBT42	ENSRNOG00000037562	Zbtb42	DOID:0050646|DOID:0060558
B1WBS4	B1WBS4	ENSRNOG00000047235	Vps26b	DOID:1319
B1WBT5	B1WBT5	ENSRNOG00000004542	Ttc8	DOID:0110130|DOID:0110398|DOID:1935
B1WBT8	B1WBT8	ENSRNOG00000023833	Ubqln3	DOID:0060206|DOID:1289|DOID:332|DOID:9255
B1WBU0	B1WBU0	ENSRNOG00000004387	Utp23	DOID:0050861
B1WBV2	B1WBV2	ENSRNOG00000009465	Sfrp2	DOID:5844
B1WBV7	B1WBV7	ENSRNOG00000022919	Chst8	DOID:0060283
B1WBW6	B1WBW6	ENSRNOG00000014008	Mfsd2a	DOID:0070277|DOID:10907
B1WBY3	B1WBY3	ENSRNOG00000004591	Alg12	DOID:0050570|DOID:0080559
B1WBY7	B1WBY7	ENSRNOG00000012911	Erlin1	DOID:0110813
B1WBZ1	B1WBZ1	ENSRNOG00000042029	Efs	DOID:8778
B1WBZ4	B1WBZ4	ENSRNOG00000050071	Cdc45	DOID:0060413|DOID:0080518
B1WC02	B1WC02	ENSRNOG00000009963	Ctps1	DOID:0050625|DOID:0111938
B1WC10	FRITZ	ENSRNOG00000054331	Wdpcp	DOID:0110137|DOID:0111591
B1WC26	B1WC26	ENSRNOG00000008945	Nans	DOID:0080576
B1WC31	B1WC31	ENSRNOG00000004606	Meis1	DOID:0050425|DOID:1240
B1WC34	B1WC34	ENSRNOG00000013360	Prkcsh	DOID:0050770|DOID:409
B1WC37	MTU1	ENSRNOG00000016465	Trmu	DOID:0080716|DOID:0080778|DOID:0111734|DOID:2952|DOID:310|DOID:409
B1WC48	B1WC48	ENSRNOG00000056735	Zc4h2	DOID:0060815
B1WC49	B1WC49	ENSRNOG00000009689	Api5	DOID:4362
B1WC52	B1WC52	ENSRNOG00000030101	Traip	DOID:0070005
B1WC56	B1WC56	ENSRNOG00000004247	Nhp2	DOID:0070017
B1WC58	CTIP	ENSRNOG00000012899	Rbbp8	DOID:0070013
B1WC61	ACAD9	ENSRNOG00000014178	Acad9	DOID:0060536
B1WC68	HDAC8	ENSRNOG00000003122	Hdac8	DOID:0060814|DOID:0080509|DOID:10487|DOID:10763|DOID:1591|DOID:3083|DOID:670
B1WC72	B1WC72	ENSRNOG00000003013	Rpgr	DOID:0110414|DOID:0111008|DOID:10584
B1WC73	B1WC73	ENSRNOG00000001689	Arl6	DOID:0110123|DOID:0110125|DOID:0110370|DOID:1935
B1WC97	KCTD7	ENSRNOG00000042384	Kctd7	DOID:0111446
B1WCA0	B1WCA0	ENSRNOG00000003329	Ppm1d	DOID:0060071|DOID:1612
B2CW77	KILIN	ENSG00000227268	KLLN	MONDO:0014046
B2GUT8	B2GUT8	ENSRNOG00000039850	Pigp	DOID:0080283
B2GUV8	B2GUV8	ENSRNOG00000001843	Bcl6	DOID:0050745|DOID:707
B2GUW1	B2GUW1	ENSRNOG00000007765	Frzb	DOID:3907|DOID:3908|DOID:8398|DOID:9352
B2GUW4	B2GUW4	ENSRNOG00000027707	Exd2	DOID:5688
B2GUY0	MA1B1	ENSRNOG00000012559	Man1b1	DOID:0060308
B2GUY1	PLK4	ENSRNOG00000011654	Plk4	DOID:0060340|DOID:0080106|DOID:219|DOID:3007|DOID:684
B2GUY2	TFR2	ENSRNOG00000001407	Tfr2	DOID:0111030|DOID:2352|DOID:9119
B2GUY9	B2GUY9	ENSRNOG00000033694	Klf16	DOID:0050700
B2GUZ0	B2GUZ0	ENSRNOG00000059059	Skp2	DOID:0080365|DOID:10283|DOID:10286|DOID:1612|DOID:2671|DOID:4450|DOID:5409|DOID:684|DOID:8991
B2GUZ3	B2GUZ3	ENSRNOG00000019582	Mthfd1l	DOID:0080074
B2GUZ4	B2GUZ4	ENSRNOG00000049982	Pex26	DOID:0080377|DOID:0080482
B2GUZ6	B2GUZ6	ENSRNOG00000000279	Rtn4ip1	DOID:0111434
B2GV01	B2GV01	ENSRNOG00000019913	Mta2	DOID:9074
B2GV06	SCOT1	ENSRNOG00000043094	Oxct1	DOID:2978|DOID:9352|DOID:9970
B2GV08	B2GV08	ENSRNOG00000038686	Ap1s2	DOID:0060800
B2GV13	B2GV13	ENSRNOG00000003326	Rrn3	DOID:14330
B2GV15	B2GV15	ENSRNOG00000015029	Dbt	DOID:9269
B2GV17	CBPC5	ENSRNOG00000008612	Agbl5	DOID:0110361
B2GV31	B2GV31	ENSRNOG00000020539	Muc1	DOID:0050156|DOID:0050625|DOID:0050848|DOID:10140|DOID:10283|DOID:10754|DOID:11054|DOID:11204|DOID:11339|DOID:11394|DOID:114|DOID:13406|DOID:13891|DOID:1485|DOID:1612|DOID:1793|DOID:2799|DOID:2841|DOID:3030|DOID:3082|DOID:3083|DOID:3458|DOID:3587|DOID:3910|DOID:418|DOID:4450|DOID:4608|DOID:4947|DOID:552|DOID:850|DOID:8622
B2GV35	B2GV35	ENSRNOG00000019804	B3gat3	DOID:0080575
B2GV52	BL1S5	ENSRNOG00000016497	Bloc1s5	DOID:2223|DOID:3753
B2GV53	B2GV53	ENSRNOG00000004403	Slc25a32	DOID:0060358
B2GV57	B2GV57	ENSRNOG00000014526	Cars2	DOID:0111489
B2GV63	B2GV63	ENSRNOG00000045997	Chst14	DOID:0080736
B2GV71	NDUF5	ENSRNOG00000004784	Ndufaf5	DOID:0060536
B2GV73	B2GV73	ENSRNOG00000008673	Arpc3	DOID:14330|DOID:9351
B2GV74	B2GV74	ENSRNOG00000020299	Klc2	DOID:0060491|DOID:0080348
B2GV96	B2GV96	ENSRNOG00000013234	Ccdc115	DOID:0070267
B2GV97	B2GV97	ENSRNOG00000049244	Sepsecs	DOID:0060270
B2GV98	B2GV98	ENSRNOG00000009412	Lrch1	DOID:2377
B2GVB9	B2GVB9	ENSRNOG00000021161	Fermt3	DOID:0110910|DOID:0110912|DOID:2394|DOID:9119
B2RQA1	KCA10	ENSMUSG00000042861	Kcna10	DOID:3426
B2RQC2	UBP42	ENSMUSG00000051306	Usp42	DOID:1682
B2RQC6	PYR1	ENSMUSG00000013629	Cad	DOID:0050833|DOID:0080419|DOID:9280
B2RQL2	STOX1	ENSMUSG00000036923	Stox1	DOID:10591|DOID:10652
B2RRD7	BRPF1	ENSMUSG00000001632	Brpf1	DOID:0050888
B2RS91	RRN3	ENSMUSG00000022682	Rrn3	DOID:14330
B2RSH2	GNAI1	ENSMUSG00000057614	Gnai1	DOID:1858
B2RT54	B2RT54	ENSMUSG00000010601	Apol7a	DOID:1312|DOID:5419|DOID:557
B2RTY4	MYO9A	ENSG00000066933	MYO9A	MIM:618198
B2RUP2	UN13D	ENSMUSG00000057948	Unc13d	DOID:0110923
B2RUS7	B2RUS7	ENSMUSG00000040136	Abcc8	DOID:0060319|DOID:0060334|DOID:0060639|DOID:0070219|DOID:10763|DOID:11446|DOID:11832|DOID:13317|DOID:1824|DOID:2018|DOID:3525|DOID:4724|DOID:9352|DOID:9993
B2RUZ4	SMIM1	ENSG00000235169	SMIM1	MONDO:0044282
B2RV77	B2RV77	NA	Cstdc4	DOID:0060283
B2RVA4	B2RVA4	ENSMUSG00000095845	Gm5741	DOID:9970
B2RVB7	B2RVB7	ENSMUSG00000078621	Hbb-bh2	DOID:0080770|DOID:0080773|DOID:0111363|DOID:0111632|DOID:10923|DOID:1099|DOID:12241|DOID:12365|DOID:14330|DOID:1584|DOID:2355|DOID:2859|DOID:2860|DOID:589|DOID:8432
B2RVI8	B2RVI8	ENSMUSG00000070810	Sult2a6	DOID:10283
B2RWJ3	TM240	ENSMUSG00000084845	Tmem240	DOID:0050972
B2RWS6	EP300	ENSMUSG00000055024	Ep300	DOID:0050700|DOID:0060319|DOID:10283|DOID:10652|DOID:1574|DOID:1933|DOID:2921|DOID:3459|DOID:4467|DOID:6000|DOID:9074|DOID:9256
B2RWW0	TAGAP	ENSMUSG00000033450	Tagap	DOID:0110758
B2RX12	MRP3	ENSMUSG00000020865	Abcc3	DOID:0080208|DOID:12308|DOID:12700|DOID:13580|DOID:1793|DOID:2741|DOID:557|DOID:684|DOID:783|DOID:9119|DOID:9452
B2RX14	TUT4	ENSMUSG00000034610	Tut4	DOID:1612|DOID:916
B2RX88	CSPP1	ENSMUSG00000056763	Cspp1	DOID:0110990
B2RXA7	B2RXA7	ENSMUSG00000062432	Cyp26c1	DOID:2120
B2RXC1	TPC11	ENSMUSG00000038102	Trappc11	DOID:0110287|DOID:9452
B2RXC6	B2RXC6	ENSMUSG00000025280	Polr3a	DOID:0060794|DOID:3911
B2RXE2	B2RXE2	ENSMUSG00000014786	Slc9a5	DOID:585|DOID:783
B2RXF5	ZBT42	ENSG00000179627	ZBTB42	MONDO:0014549
B2RXS4	PLXB2	ENSMUSG00000036606	Plxnb2	DOID:9970
B2RXV4	FLVC1	ENSMUSG00000066595	Flvcr1	DOID:1339
B2RXZ2	B2RXZ2	ENSMUSG00000091867	Cyp2a22	DOID:0050742|DOID:0080665
B2RY50	ODAD2	NA	Odad2	DOID:0050144|DOID:0050545|DOID:0110609
B2RY83	HPSE2	ENSMUSG00000074852	Hpse2	DOID:0050816
B2RYA6	B2RYA6	ENSRNOG00000012933	Prcc	DOID:4465
B2RYA8	B2RYA8	ENSRNOG00000019506	Dnajb2	DOID:0111214
B2RYB8	B2RYB8	ENSRNOG00000001224	Itgb2	DOID:0110910|DOID:10952|DOID:12297|DOID:4247|DOID:552|DOID:6612|DOID:820|DOID:8893
B2RYC8	B2RYC8	ENSRNOG00000004226	Irak3	DOID:11476|DOID:2841|DOID:399|DOID:5052|DOID:9744
B2RYC9	B2RYC9	ENSRNOG00000049281	Gba	DOID:0050474|DOID:0060892|DOID:0110957|DOID:0110958|DOID:0110959|DOID:0110960|DOID:12217|DOID:14330|DOID:1926|DOID:8893
B2RYD2	ESRP1	ENSRNOG00000008184	Esrp1	DOID:0111639
B2RYD4	B2RYD4	ENSRNOG00000034139	Lyc2	DOID:0050636
B2RYD7	B2RYD7	ENSRNOG00000011922	Stt3b	DOID:0080573
B2RYD8	B2RYD8	ENSRNOG00000007484	Ehf	DOID:7693
B2RYE0	B2RYE0	ENSRNOG00000000491	Spdef	DOID:2394
B2RYE6	B2RYE6	NA	Gigyf2	DOID:14330
B2RYE9	B2RYE9	ENSRNOG00000005689	Yeats4	DOID:3070
B2RYG5	B2RYG5	ENSRNOG00000058393	Taf15	DOID:3371|DOID:6496
B2RYG6	OTUB1	ENSRNOG00000021175	Otub1	DOID:0080162|DOID:2986
B2RYH5	B2RYH5	ENSRNOG00000060869	Irak1	DOID:1561|DOID:1580|DOID:1749|DOID:2316|DOID:7147|DOID:8893|DOID:9008
B2RYJ1	B2RYJ1	ENSRNOG00000011295	Anapc2	DOID:12449|DOID:1405|DOID:3910|DOID:5386|DOID:9119
B2RYK2	B2RYK2	ENSRNOG00000003116	Dph1	DOID:0060469
B2RYK5	B2RYK5	ENSRNOG00000024801	Slc35a2	DOID:0070265
B2RYM1	B2RYM1	ENSRNOG00000020603	Angptl6	DOID:9970
B2RYN2	FBX31	ENSRNOG00000042274	Fbxo31	DOID:0060308
B2RYN3	B2RYN3	ENSRNOG00000016390	Eef1e1	DOID:10534|DOID:11054|DOID:9256
B2RYN7	SPAST	ENSRNOG00000027136	Spast	DOID:0110792|DOID:2476
B2RYQ7	B2RYQ7	ENSRNOG00000020315	Taf13	DOID:0060308
B2RYR0	RN168	ENSRNOG00000043345	Rnf168	DOID:0090113
B2RYS2	B2RYS2	ENSRNOG00000024967	Uqcrb	DOID:0080112|DOID:1596|DOID:655
B2RYS8	B2RYS8	ENSRNOG00000014078	Ndufb8	DOID:0060536|DOID:10652|DOID:14330|DOID:3021
B2RYT4	B2RYT4	ENSRNOG00000002569	Mrps14	DOID:0111466
B2RYT9	TACO1	ENSRNOG00000008405	Taco1	DOID:3762
B2RYU7	B2RYU7	ENSRNOG00000036841	Cbx5	DOID:10283|DOID:3910
B2RYV0	B2RYV0	ENSRNOG00000031721	Dnajc30	DOID:1928
B2RYW3	B2RYW3	ENSRNOG00000009364	Ndufb9	DOID:0060536
B2RZ16	B2RZ16	ENSRNOG00000008091	Gins1	DOID:0111993
B2RZ23	B2RZ23	ENSRNOG00000032178	Cenpa	DOID:417|DOID:684
B2RZ35	B2RZ35	ENSRNOG00000001776	Muc20	DOID:2986
B2RZ48	B2RZ48	ENSRNOG00000007127	Bbs5	DOID:0110127|DOID:1935
B2RZ50	CDKN3	ENSRNOG00000009785	Cdkn3	DOID:684
B2RZ59	SH21A	ENSRNOG00000006263	Sh2d1a	DOID:0060705
B2RZ72	B2RZ72	ENSRNOG00000008994	Arpc4	DOID:14250|DOID:162|DOID:8893
B2RZ74	B2RZ74	ENSRNOG00000020763	Snrnp70	DOID:10652|DOID:150|DOID:9074
B2RZ79	B2RZ79	ENSRNOG00000000701	Iscu	DOID:699
B2RZ98	B2RZ98	ENSRNOG00000006940	Ncf4	DOID:0070194
B2RZB7	B2RZB7	ENSRNOG00000013714	Snrpd1	DOID:10952|DOID:576|DOID:65|DOID:9074|DOID:9261
B2RZD2	T126B	ENSRNOG00000022732	Tmem126b	DOID:0060536
B3DMA5	B3DMA5	ENSRNOG00000012263	Cnot7	DOID:12336
B3EWF7	EP2A2	ENSG00000112425	EPM2A	DOID:3534
B4F765	B4F765	ENSRNOG00000006440	Ift27	DOID:0110141
B4F766	DYM	ENSRNOG00000018425	Dym	DOID:0060247|DOID:0111167|DOID:2256
B4F769	SMAL1	ENSRNOG00000016503	Smarcal1	DOID:0060490
B4F770	B4F770	ENSRNOG00000047578	Ccdc28b	DOID:0110123|DOID:1935
B4F774	B4F774	ENSRNOG00000008790	Gdap1l1	DOID:10595
B4F775	B4F775	ENSRNOG00000000408	Gopc	DOID:14227
B4F7A1	LYRM7	ENSRNOG00000045961	Lyrm7	DOID:0080117
B4F7A7	CEP57	ENSRNOG00000006792	Cep57	DOID:0080142
B4F7A9	B4F7A9	ENSRNOG00000011933	Csnk2a2	DOID:12336
B4F7B6	B4F7B6	ENSRNOG00000016585	Bmi1	DOID:0080199|DOID:3587|DOID:684|DOID:9119
B4F7C2	B4F7C2	ENSRNOG00000047505	Tubb4a	DOID:0060798|DOID:0090041
B4F7E7	PALS1	NA	Pals1	DOID:14791|DOID:557
B4F7F3	B4F7F3	ENSRNOG00000001888	Arvcf	DOID:11198
B5BUZ1	B5BUZ1	ENSRNOG00000054251	Clec7a	DOID:13564|DOID:2058
B5DEG1	B5DEG1	ENSRNOG00000016538	Itga8	DOID:14766|DOID:2394|DOID:4783|DOID:5419|DOID:783|DOID:898
B5DEG7	B5DEG7	ENSRNOG00000000112	Champ1	DOID:0070070
B5DEH2	ERLN2	ENSRNOG00000013763	Erlin2	DOID:0110771
B5DEH7	B5DEH7	ENSRNOG00000011796	C1r	DOID:13359
B5DEI9	B5DEI9	ENSRNOG00000007000	Grhl2	DOID:0050564|DOID:0080669|DOID:0110557
B5DEJ6	B5DEJ6	ENSRNOG00000029922	Tpk1	DOID:162|DOID:655
B5DEJ9	B5DEJ9	ENSRNOG00000009812	Sbf2	DOID:0110190
B5DEL2	B5DEL2	ENSRNOG00000030705	Cpsf1	DOID:11830
B5DEL7	B5DEL7	ENSRNOG00000005203	Sec61g	DOID:162
B5DEP7	B5DEP7	ENSRNOG00000032232	Snrpg	DOID:9261
B5DEQ3	XPP3	ENSRNOG00000019196	Xpnpep3	DOID:0111117
B5DEQ4	B5DEQ4	ENSRNOG00000004967	Snrpb2	DOID:14566|DOID:65
B5DES0	B5DES0	ENSRNOG00000015844	Snrpd2	DOID:9074
B5DF02	B5DF02	ENSRNOG00000017509	Eed	DOID:224
B5DF04	B5DF04	ENSRNOG00000037302	Rad51	DOID:0050700|DOID:0111090|DOID:0111153|DOID:10763|DOID:13636|DOID:1612|DOID:1793|DOID:2394
B5DF19	B5DF19	ENSRNOG00000000824	Dse	DOID:0080737
B5DF24	B5DF24	ENSRNOG00000011467	Uck1	DOID:573
B5DF36	B5DF36	NA	Plac8	DOID:10603
B5DF45	TRAF6	ENSRNOG00000004639	Traf6	DOID:14793
B5DF46	B5DF46	ENSRNOG00000002615	Pmm2	DOID:0050570|DOID:0080552|DOID:5212
B5DF57	B5DF57	ENSRNOG00000011649	Epb42	DOID:0110916|DOID:0110920|DOID:12971
B5DF60	B5DF60	ENSRNOG00000005736	Eif1ax	DOID:6039
B5DF61	B5DF61	ENSRNOG00000004110	Trib2	DOID:4194
B5DF62	B5DF62	ENSRNOG00000019883	Pak4	DOID:4467
B5DF67	B5DF67	ENSRNOG00000025890	Opa3	DOID:0110004|DOID:0111433
B5DF78	B5DF78	ENSRNOG00000036661	Rab40b	DOID:0060830
B5DF86	B5DF86	ENSRNOG00000020379	Cog8	DOID:0070260
B5DF89	CUL3	ENSRNOG00000015633	Cul3	DOID:4479
B5DFA1	TBD2A	ENSRNOG00000023348	Tbc1d2	DOID:162|DOID:3369
B5DFC3	B5DFC3	ENSRNOG00000004657	Sec23a	DOID:0070307
B5DFD5	B5DFD5	ENSRNOG00000032353	Mmp1	DOID:0050156|DOID:0050851|DOID:0050855|DOID:0060224|DOID:0060249|DOID:0060903|DOID:0080600|DOID:1070|DOID:10763|DOID:10964|DOID:11054|DOID:11984|DOID:12930|DOID:13001|DOID:1324|DOID:14004|DOID:1612|DOID:1712|DOID:1936|DOID:2320|DOID:2349|DOID:2394|DOID:3083|DOID:332|DOID:3393|DOID:3407|DOID:3770|DOID:418|DOID:4362|DOID:4450|DOID:4914|DOID:4959|DOID:5082|DOID:5517|DOID:5844|DOID:6000|DOID:6432|DOID:7148|DOID:7693|DOID:783|DOID:799|DOID:824|DOID:8398|DOID:8472|DOID:8577|DOID:8805|DOID:8923|DOID:898|DOID:90|DOID:9008|DOID:9074|DOID:9206|DOID:9282|DOID:9352|DOID:9675|DOID:971
B5DFE2	B5DFE2	ENSRNOG00000006048	Ezh2	DOID:0050908|DOID:0080188|DOID:0080208|DOID:10283|DOID:10534|DOID:127|DOID:14731|DOID:1793|DOID:3008|DOID:3068|DOID:4971|DOID:684|DOID:707|DOID:8552|DOID:8761|DOID:9119|DOID:9952
B5DFE8	B5DFE8	ENSRNOG00000013148	Rad54l	DOID:0060060|DOID:0060252|DOID:14566|DOID:1612|DOID:1793
B5DFG1	PINK1	ENSRNOG00000015385	Pink1	DOID:0060369|DOID:14330
B5DFH5	B5DFH5	ENSRNOG00000021780	Rad51d	DOID:5683
B5DFI3	B5DFI3	ENSRNOG00000001415	Ap1s1	DOID:0060483
B5DFI4	B5DFI4	ENSRNOG00000001870	Lztr1	DOID:0060580|DOID:0060588|DOID:3204
B5DFI9	B5DFI9	ENSRNOG00000012513	Pdk3	DOID:0110207
B5DFJ4	B5DFJ4	ENSRNOG00000013689	Vps18	DOID:13580
B5DFK6	B5DFK6	ENSRNOG00000018977	Ap3d1	DOID:0060539|DOID:0060540|DOID:2223|DOID:3753
B5DFL0	B5DFL0	ENSRNOG00000016062	Snta1	DOID:0110653|DOID:11723|DOID:1824|DOID:2843|DOID:9007
B5DFM8	B5DFM8	ENSRNOG00000018783	Bcas2	DOID:1612
B5DFN3	UQCC2	ENSRNOG00000025909	Uqcc2	DOID:0080116
B5MEV3	S52A2	ENSRNOG00000032561	Slc52a2	DOID:0050694|DOID:8454
B6CZ62	TOMT	NA	Tomt	DOID:0110515
B6ID01	TM216	ENSRNOG00000020692	Tmem216	DOID:0050777|DOID:0070116|DOID:0110988
B6RHI6	B6RHI6	ENSRNOG00000002272	Lnx1	DOID:10003
B6RK61	B6RK61	ENSRNOG00000018997	Myh7b	DOID:0050646|DOID:0080100|DOID:0080326|DOID:0111605|DOID:11720|DOID:3429|DOID:397|DOID:423
B7SZV3	B7SZV3	ENSRNOG00000022084	Sox14	DOID:10155
B7U540	KCJ18	ENSG00000260458	KCNJ18	MONDO:0013193
B7ZC55	B7ZC55	ENSMUSG00000033576	Apol6	DOID:557
B7ZMP1	XPP3	ENSMUSG00000022401	Xpnpep3	DOID:0111117
B7ZNG0	KIF7	ENSMUSG00000050382	Kif7	DOID:0050779|DOID:0060340|DOID:0111356|DOID:3827|DOID:9250|DOID:9296
B8JJD3	B8JJD3	ENSMUSG00000007570	Fance	DOID:0111084
B8JK39	ITA9	ENSMUSG00000039115	Itga9	DOID:0060646|DOID:10763|DOID:1793|DOID:3526
B9EJR8	DAAF5	ENSMUSG00000025857	Dnaaf5	DOID:0110604|DOID:9562
B9EJV3	GRB1L	ENSMUSG00000042942	Greb1l	DOID:14766
B9EKR1	PTPRZ	ENSMUSG00000068748	Ptprz1	DOID:11832|DOID:1824|DOID:332|DOID:3328|DOID:3525
C0H5Y5	C0H5Y5	ENSRNOG00000012473	Cflar	DOID:0050156|DOID:0050908|DOID:6000|DOID:9119
C0HL12	AGRB1	NA	Adgrb1	DOID:10534|DOID:3008|DOID:3068|DOID:3069|DOID:4074|DOID:4450|DOID:9256
C0JPT7	C0JPT7	ENSRNOG00000054890	Flna	DOID:0050454|DOID:0080681|DOID:0111765|DOID:0111782|DOID:0111783|DOID:0111784|DOID:0111786|DOID:0111788|DOID:13515|DOID:14711|DOID:1826|DOID:2256|DOID:2340|DOID:423|DOID:988
C0M4B0	C0M4B0	ENSRNOG00000006778	Mmp19	DOID:2378
C3VPR6	NLRC5	ENSMUSG00000074151	Nlrc5	DOID:684
C6ZII9	C6ZII9	ENSRNOG00000013828	Sirt3	DOID:0080208|DOID:10652|DOID:11716|DOID:5844|DOID:6000|DOID:9352|DOID:9970
C8YR32	LOXH1	ENSMUSG00000032818	Loxhd1	DOID:0050567|DOID:0110525|DOID:11555
C9JE40	PATL2	ENSG00000229474	PATL2	MONDO:0021575
C9JR72	KBTBD	ENSG00000234438	KBTBD13	DOID:0110935
C9WPN6	IF2H	ENSRNOG00000060048	Eif2s3y	DOID:0060801|DOID:10579
D3YTS9	PPAT	ENSMUSG00000012777	Acp4	DOID:2187
D3YVF0	AKAP5	ENSMUSG00000021057	Akap5	DOID:10652
D3YVL2	CFA70	ENSMUSG00000039543	Cfap70	DOID:0111912
D3YWB7	D3YWB7	ENSMUSG00000081218	Gm4297	DOID:0070176
D3YWE6	MN1	ENSMUSG00000070576	Mn1	DOID:3565|DOID:4586|DOID:8692
D3YXF5	D3YXF5	ENSMUSG00000079105	C7	DOID:0060300
D3YXG0	HMCN1	ENSMUSG00000066842	Hmcn1	DOID:0110014
D3YXS5	KIF28	NA	Kif28p	DOID:898
D3YYM4	WDR72	ENSMUSG00000044976	Wdr72	DOID:0110061
D3YYQ8	D3YYQ8	ENSMUSG00000038011	Dnah10	DOID:9970
D3YYU8	OBSL1	ENSMUSG00000026211	Obsl1	DOID:0060241
D3YYZ0	D3YYZ0	ENSMUSG00000070419	Cyp3a57	DOID:0080630|DOID:10825|DOID:8552|DOID:9952
D3YZU1	SHAN1	ENSMUSG00000038738	Shank1	DOID:0060041
D3YZV8	CCDC8	ENSMUSG00000041117	Ccdc8	DOID:0060241
D3Z1Q2	MRAP2	ENSMUSG00000042761	Mrap2	DOID:9970
D3Z1W5	D3Z1W5	ENSMUSG00000074375	Sult2a3	DOID:10283
D3Z2R5	SELN	ENSMUSG00000050989	Selenon	DOID:0080102|DOID:0110633
D3Z2W7	D3Z2W7	ENSMUSG00000061292	Cyp3a59	DOID:0080630|DOID:10825|DOID:8552|DOID:9952
D3Z347	D3Z347	ENSMUSG00000095063	Slx	DOID:0070176
D3Z3Y1	D3Z3Y1	ENSMUSG00000029263	Pigg	DOID:0060308
D3Z450	D3Z450	ENSMUSG00000079014	Serpina3i	DOID:11394|DOID:11949|DOID:1485|DOID:2945|DOID:3083|DOID:3910|DOID:865
D3Z451	D3Z451	ENSMUSG00000079013	Serpina3j	DOID:11394|DOID:11949|DOID:1485|DOID:2945|DOID:3083|DOID:3910|DOID:865
D3Z4I3	RBM24	ENSMUSG00000038132	Rbm24	DOID:10629|DOID:83
D3Z4R1	HFM1	ENSMUSG00000043410	Hfm1	DOID:5426
D3Z4R4	D3Z4R4	ENSMUSG00000041309	Nkx6-2	DOID:0080252|DOID:9970
D3Z4U6	D3Z4U6	ENSMUSG00000084063	Gm5934	DOID:0070176
